entity,entity_group,headline,outlet,cluster_name,dominant_frame,stance_bucket,mention_weight,evidence_excerpt,link
US military,Actor / organisation,Letters to the Editor: Neutralising Ireland’s neutrality,The Irish Examiner,Ukraine war and moral neutrality,Shannon / US Military / Anti-war,Preserve / strengthen neutrality,1.074,"I’m asking the current Government if they can point out every hospital, school, and road that has been completed in the intervening years by this money. And is it a fair price that hospitals, schools, and roads are destroyed around the world, with the help of US military planes allowed to land in Shannon, so that we can build those same facilities and infrastructure here? I just spent three months in the West Bank and saw many schools, houses, and toilets with plaques that said they were built with help from Ireland. In just the last few months, many of them have either been burned down, or the residents moved or killed so that illegal Israeli settlers can take over the land. Is the Government aware that the infrastructure Ireland funded is being destroyed by bombs that it helped to deliver by allowing the US military to stop over at Shannon? Diarmuid Ó Cuív Indreabhán, Gaillimh Garden homes Dublin’s housing shortage has become a public-service c",https://irishexaminer.com/opinion/yourview/arid-41838741.html
US military,Actor / organisation,Jennie C Stephens: Ireland can offer hope as militarisation hastens climate catastrophe,The Irish Times,Ukraine war and moral neutrality,Ukraine / Russia / Moral Responsibility,Preserve / strengthen neutrality,1.033,"for climate. Fossil fuels are not just used to power aeroplanes, ships, tanks and other military vehicles, but also to power the data centres required for the AI tools now used extensively in military operations to track, detain and kill people. READ MORE The US military used AI to capture Venezuela’s president and to strike Iran; Israel has relied on sophisticated AI surveillance systems for genocide in Gaza. Ireland is an important hub in the global data centre network; it is unclear to what extent our data centres are powering militarised AI. Militarisation is also catastrophic for climate because it increases corporate power and profits among companies and industries that invest heavily in climate obstructionism, sabotaging climate action around the world. Denying climate science and lobbying to delay climate policies has become common practice across many sectors and governments – including here in Ireland. Corporate power means the needs of",https://irishtimes.com/environment/climate-crisis/2026/03/19/ireland-can-offer-hope-as-militarisation-hastens-climate-catastrophe
US military,Actor / organisation,Alanna O'Malley: US multinationals will not flee Ireland just because we stand up to Donald Trump,The Irish Times,Ukraine war and moral neutrality,Shannon / US Military / Anti-war,Preserve / strengthen neutrality,1.033,"ak up for international law | A column arguing that Ireland should defend its neutrality and uphold international law in response to US-Israeli strikes on Iran, urging de-escalation and a principled diplomatic stance. | neutrality, Ireland, international-law, US military intervention, diplomacy | The United States-Israeli military strikes on Iran over the weekend demonstrate a clear violation of two of the most basic principles of international law: respect for sovereignty and prohibition of the use of force in international relations. The US has justified the action as a pre-emptive strike against a regime it argued posed a threat to international security. While there is little doubt the Iranian regime led by Ayatollah Ali Khamenei, who was killed in US-Israeli air strikes at the weekend, has been a brutal dictatorship that persecutes its own people, the threat Iran posed to the wider world was hardly imminent, even in recent weeks of escalatin",https://irishtimes.com/opinion/2026/03/04/alanna-omalley-united-states-iran-ireland-international-law-st-patricks-day
US military,Actor / organisation,Opinion: The Dubai dream is over. Irish expats can no longer suspend their disbelief,The Irish Times,Ukraine war and moral neutrality,Shannon / US Military / Anti-war,Mixed / procedural / unclear,1.033,"Opinion: The Dubai dream is over. Irish expats can no longer suspend their disbelief | Dubai always demanded expats suspend their disbelief. Now the US military intervention in Iran and Iran’s retribution against Gulf states is forcing some to re-evaluate | The piece argues that Gulf states, including the UAE, pursue neutrality in a volatile Middle East, using Dubai as a case study to illustrate a pragmatic foreign-policy approach. | neutrality, foreign policy, Gulf states, Dubai, expats | “It’s not meant to be happening here!” So went the cry of an Australian influencer as she looked out on a Dubai skyscape lit up by incoming rockets and drones from Iran. She was later criticised in the comments on her social media feed and in news outlets for her “entitlement”. But her astonishment – and that of the 15,000 Irish citizens who live in th",https://irishtimes.com/opinion/2026/03/07/has-the-dubai-dream-been-shattered-for-irish-expats
US military,Actor / organisation,President’s criticism is strangely selective,The Irish Times,Ukraine war and moral neutrality,Peacekeeping / Identity / Tradition,Preserve / strengthen neutrality,1.033,"nciples. Following the recent US-Israel attacks on Iran and subsequently on Lebanon, with significant civilian casualties, the response of the Irish Government has been strikingly muted. There has been no clear condemnation and Ireland continues to facilitate US military use of Shannon Airport. Recent ministerial statements amount to little more than platitudes and appear at odds with the spirit of Ireland’s neutrality, as set out in Article 29 of Bunreacht na hÉireann – a principle strongly supported by the Irish public, as numerous polls have shown. Why can the Irish Government not adopt the clearer stance taken by Spain? Ireland’s neutrality must mean standing for peace, diplomacy and internatio",https://irishtimes.com/opinion/letters/2026/03/12/presidents-criticism-is-too-selective
NATO,Actor / organisation,RTE - Radio 1 - Neutrality,RTE - Radio 1,Ukraine war and moral neutrality,Other Neutrality Debate,Mixed / procedural / unclear,1.077,"RTE - Radio 1 - Neutrality | how can we be serious about neutrality if we're not strong in defence? | The discussion centers on neutrality and links Ireland's neutrality to stronger defence. | neutrality, defence, Ireland, military neutrality, NATO | effectively. how can we be serious about neutrality if we're not strong in defence? we have to be really strong in defence. and that means",
NATO,Actor / organisation,Kathy Sheridan: Our neutrality won’t shield us from skyrocketing fuel prices,The Irish Times,Ukraine war and moral neutrality,Ukraine / Russia / Moral Responsibility,Move away / stronger alignment,1.074,"se army continues to butcher, bomb and rape Ukrainian citizens and has abducted tens of thousands of their children while blathering about reuniting Ukraine and other republics – ie other EU members – with “their historic motherland”. This time four years ago Nato and the United States turned down the Ukrainian president’s desperate calls for a no-fly zone because they feared Russian leader Vladimir Putin’s nuclear retaliation. We cowered even after the discovery of mass graves and bodies with tied hands littering the streets of Bucha. Some in their western comfort zones were too busy consulting the useful idiots’ glossary – “yeah, but the US/Nato military-industrial complex...” – to notice the rubble and mass graves that were once Mariupol, a vital port city. Headlines here warned that we were heading towards a war economy and that fuel and food prices were going through the roof in the words of Taoiseach Micheál Martin. These have. We’ve just f",https://irishtimes.com/opinion/2026/05/06/kathy-sheridan-irish-neutrality-fuel-prices-ukraine-war-refugees
NATO,Actor / organisation,Letters to the Editor: Neutralising Ireland’s neutrality,The Irish Examiner,Ukraine war and moral neutrality,Shannon / US Military / Anti-war,Preserve / strengthen neutrality,1.074,"ensive series of articles on this topic | A Letters to the Editor arguing for maintaining Ireland’s neutrality and opposing proposals to replace UN approval with EU/regional consent, highlighting the relevance of 'neutrality' to policy. | neutrality, defence, NATO, UN, Shannon | Revolutionary leader Daniel O’Connell (1775-1847) said that, ‘Nothing is politically correct that is morally wrong.’ It is therefore difficult to rationalise Taoiseach Micheál Martin’s decision to remove the necessity of a United Nations mandate for the deployment of Irish troops abroad. The mandate is the core of the triple lock, which requires UN, government, and Dáil approval before troops can be sent overseas. The Irish people voted to reject both the Nice (in 2001) and Lisbon treaties (in the first referendum in 2008) because of fears of a militarised EU, but were reassured after Fianna Fáil introduced the lock. Now, there is the possibility that Irish troops could b",https://irishexaminer.com/opinion/yourview/arid-41838741.html
NATO,Actor / organisation,Today With David McCullagh - Neutrality,Today With David McCullagh,Ukraine war and moral neutrality,Other Neutrality Debate,Mixed / procedural / unclear,1.067,"Today With David McCullagh - Neutrality | the past whether it be the triple lot neutrality nato specific areas like syria they've sort of been overtaken by just this rapid pace | A discussion of neutrality is used to frame defence policy amid NATO and Syria debates. | neutrality, defence, NATO, Syria, politics | i think we might be discussing that later in the hour in terms of my new home i think and i be interested in the panel reaction to this that in a sense president connolly let say general somewhat sweeping statements in the past whether it be the triple lot neutrality nato specific areas like syria they've sort of been overtaken by just this rapid pace of events. russia's invasion of ukraine, and indeed its wider threat to europe, the developments...",
NATO,Actor / organisation,Colm McCarthy: defence spending may need a shot in the arm,The Irish Farmers Journal,Ukraine war and moral neutrality,Budget / Fiscal / Public Finances,Move away / stronger alignment,1.033,"Colm McCarthy: defence spending may need a shot in the arm | | The article analyzes neutrality in Ireland's defence policy and argues for maintaining neutrality while managing defence costs. | neutrality, defence, Ireland, NATO, EU | As the war in the Middle East heads into its seventh week, the cost of economic fallout for countries with no direct involvement is bound to rise. The Government has already used up some budgetary ammunition, with fuel subsidies to the tune of €250m for the period to the end of May, and may continue spending beyond that date. An international recession would hit Government tax revenue, already vulnerable through the over-reliance on corporation tax from US multinationals. The US tax authorities could, at any stage, get less generous to American companies booking profits abroad. On the expenditure side, there has been loose control in recent years including big overshoots on budget",http://farmersjournal.ie/viewpoints/viewpoints/colm-mccarthy-defence-spending-may-need-a-shot-in-the-arm-910743
Fianna Fáil,Actor / organisation,Kathy Sheridan: Our neutrality won’t shield us from skyrocketing fuel prices,The Irish Times,Ukraine war and moral neutrality,Ukraine / Russia / Moral Responsibility,Move away / stronger alignment,1.074,"s office, Sergiy Kyslytsya, got an unexpected insight into delicate Irish sensitivities. During a closed-door discussion with TDs, the Ukrainian suggested that geographical remoteness no longer protected countries such as Ireland and Portugal – upon which the Fianna Fáil TD and chair of the Oireachtas Foreign Affairs Committee, John Lahart, interjected: “Stop. You have crossed a line”. Kyslytsya was stunned. How was he to know that he was trampling on Irish neutrality? How many people would have known that? In an interview with Lara Marlowe in Kyiv, Kyslytsya compared our sensitivities surrounding security to Irish nervousness about discussion around contraceptives years ago. “Several decades ago, the Irish were reluctant to speak about contraceptives. Security is something you need to discuss, but which makes you very nervous.” READ MORE It’s an unsettling story. Ukraine is an European Union membership candidate, so a top insider’s candid views ",https://irishtimes.com/opinion/2026/05/06/kathy-sheridan-irish-neutrality-fuel-prices-ukraine-war-refugees
Fianna Fáil,Actor / organisation,Letters to the Editor: Neutralising Ireland’s neutrality,The Irish Examiner,Ukraine war and moral neutrality,Shannon / US Military / Anti-war,Preserve / strengthen neutrality,1.074," which requires UN, government, and Dáil approval before troops can be sent overseas. The Irish people voted to reject both the Nice (in 2001) and Lisbon treaties (in the first referendum in 2008) because of fears of a militarised EU, but were reassured after Fianna Fáil introduced the lock. Now, there is the possibility that Irish troops could be deployed at the behest of the EU, and the EU is inextricably linked with Nato. To remove the lock would negate Ireland’s credibility as a peacemaker. Ireland needs to work for reform of the UN and be a voice for peace. US president JF Kennedy stated in his speech to the Dáil in 1963 that: “It matters not how small a nation is that seeks world peace.” It does matter that the Taoiseach and Fianna Fáil do what is right. Ed’s note: The Government has proposed reforms to the triple lock, including removing the requirement for UN approval and replacing it with approval from the EU or other regional organisati",https://irishexaminer.com/opinion/yourview/arid-41838741.html
Fianna Fáil,Actor / organisation,Letters to the Editor: Irish political parties must condemn call for EU army,The Irish Examiner,Ukraine war and moral neutrality,Ukraine / Russia / Moral Responsibility,Preserve / strengthen neutrality,1.032,"Letters to the Editor: Irish political parties must condemn call for EU army | 'Are Fianna Fáil and Fine Gael ready to sign up Ireland to a 'coalition of the willing' in support of Denmark and Greenland?' | A letters-to-the-editor piece arguing for Ireland's neutrality and cautioning against an EU standing army, directly tied to the search_term neutrality. | neutrality, Ireland, EU army, defence policy, militarism | Letters to the Editor: Irish political parties must condemn call for EU army European Union defence and space commissioner Andrius Kubilius has warned that the EU is obliged to come to Denmark’s assistance if it is faced with military aggression. Mr Kubilius remarked that “definitely there is such an obligation [on] member states to come for mutual assistance if",https://irishexaminer.com/opinion/yourview/arid-41777927.html
Fianna Fáil,Actor / organisation,'Ireland still doesn’t trust women to be sure about abortion' | IMAGE.ie,Image Magazine,Referendum and constitutional protection,Other Neutrality Debate,Preserve / strengthen neutrality,1.03,"ing the abortion ban in the 2018 referendum. Minister for Further and Higher Education James Lawless also voted in favour, along with Ministers of State Timmy Dooley and Christopher O’Sullivan. Ministers of State Emer Higgins and Colm Brophy abstained, as did Fianna Fáil TDs Malcolm Byrne and Naoise Ó Cearúil. Labour, the Social Democrats and several Independent TDs supported the motion, while Independent Ireland TDs present voted against it, as did Aontú. The legislation would have allowed abortion on request prior to foetal viability and access to abortion in cases of fatal foetal abnormality likely to result in the death of the foetus before birth or within a year of birth. There is no clinical evidence to support the waiting period. It does not improve health outcomes, reduce harm, or protect patients. What it does do is reinforce the idea that abortion is uniquely regrettable, that it carries an exceptional emotional risk, and that guilt is ",https://www.image.ie/self/ireland-still-doesnt-trust-women-to-be-sure-about-abortion-979834
Fianna Fáil,Actor / organisation,"Ukrainian diplomat on Irish neutrality: ‘Security is something you need to discuss, but which makes you very nervous’",The Irish Times,Ukraine war and moral neutrality,Ukraine / Russia / Moral Responsibility,Mixed / procedural / unclear,0.977,"losed-door discussion with TDs in Dublin last November, Kyslytsya expressed his opinion that geographical remoteness no longer protects countries such as Ireland and Portugal. He had inadvertently trampled on Irish neutrality. “Stop. You have crossed a line,” Fianna Fáil TD John Lahart, cathaoirleach of the foreign affairs committee, told him. READ MORE Kyslytsya was stunned. He compares sensitivity surrounding security to past attitudes towards birth control. “Several decades ago, the Irish were reluctant to speak about contraceptives. Security is something you need to discuss, but which makes you very nervous.” [ Top Ukrainian official questions Irish move to phase out housing supportsOpens in new window ] Kyslytsya insists he did not impose his opinion on anyone. “In today’s world, some things that used to be an advantage, including during the second World War, today are vulnerabilities.” An air raid siren blares, as if on cue, as Kyslytsya pr",https://irishtimes.com/world/europe/2026/05/01/stop-you-have-crossed-a-line-ukrainian-diplomat-likens-irish-security-attitude-to-stance-on-birth-control
Palestine,Actor / organisation,"Sally Rooney and Omar Barghouti speak at BDS Panel: ""The Irish government is not listening to its people, not just about Palestine but about everything"" | Hotpress",Hot Press,Defence capability and security gaps,Shannon / US Military / Anti-war,Preserve / strengthen neutrality,1.033,"Sally Rooney and Omar Barghouti speak at BDS Panel: ""The Irish government is not listening to its people, not just about Palestine but about everything"" | Hotpress | Sally Rooney and Omar Barghouti were joined by a number of other speakers, addressing sports boycotts, academic boycotts and the Occupied Territories Bill. | A Dublin panel on Palestine action discusses neutrality in Ireland's stance, tying neutrality to politics and defence while noting government critique and activism. | Palestine, neutrality, Ireland, BDS, militarization | - Opinion - 10 Apr 26 Sally Rooney and Omar Barghouti speak at BDS Panel: ""The Irish government is not listening to its people, not just about Palestine but about everything"" Sally Rooney and Omar Barghouti were joined by a number of other speakers, addressing sports boycotts",https://www.hotpress.com/opinion/sally-rooney-and-omar-barghouti-speak-at-bds-panel-the-irish-government-is-not-listening-to-its-people-not-just-about-palestine-but-about-everything-23137398
Palestine,Actor / organisation,Sally Rooney joins the BDS panel in Dublin April 9 | Hotpress,Hot Press,Shannon Airport and US military use #2,Shannon / US Military / Anti-war,Preserve / strengthen neutrality,1.033,"y Rooney is set to take place in Dublin this Thursday. This is a first-come, first-served event, with seating limited to 180 people. It takes place on Thursday, April 9 at 6.45 pm at The Teacher’s Club, Parnell Square, Dublin 1. The event, backed by the Irish Palestine Solidarity Campaign (IPSC) and the Trade Union Friends of Palestine group, will feature speakers addressing boycott, sanctions, and militarism. Centre stage at The Teacher’s Club will be Omar Barghouti, the co-founder of the Boycott, Divestment and Sanctions (BDS) movement. The BDS movement is a Palestinian-led, global non-violent initiative launched in 2005, modelled on the struggle against South African apartheid. Barghouti is set to deliver a keynote speech on the role of the boycott in the Palestinian struggle for justice and self-determination. Joining him is Sally Rooney, who will speak on the aspects of the cultural boycott, lending her voice to the global campaign. The even",https://www.hotpress.com/opinion/sally-rooney-joins-the-bds-panel-in-dublin-april-9-23137150
Palestine,Actor / organisation,Opinion: The Dubai dream is over. Irish expats can no longer suspend their disbelief,The Irish Times,Ukraine war and moral neutrality,Shannon / US Military / Anti-war,Mixed / procedural / unclear,1.033,"arge Iranian populations; they sign trade deals with Washington while helping Tehran circumvent international sanctions; they have Sunni ruling families but significant Shia populations; they engage in rapprochement with Israel while their own people pray for Palestine. In many ways, the Gulf states have adopted an “Irish approach” to dealing with the US: giving voice to an independent, neutral mindset while allowing the US military to conduct operations and renditions from its airports and airstrips. This balancing act worked for years, and the Gulf generally avoided the worst of the Middle East’s conflicts and conflagrations. READ MORE Woman of Substance on Channel 4: Emmett Scanlan steals show in bodice-ripping romp with strong Irish cast This sense of security coupled with strong economies brought thousands of Irish people – for several years that included me – to the region. But making a long-term commitment to life in the Gulf always requir",https://irishtimes.com/opinion/2026/03/07/has-the-dubai-dream-been-shattered-for-irish-expats
Palestine,Actor / organisation,Hundreds demonstrate in Dublin to demand Ireland’s neutrality be protected,The Irish Times,Triple Lock and UN mandate debate,Other Neutrality Debate,Preserve / strengthen neutrality,0.977,"t bearing the words “Kids Against Genocide” as she held her mother’s hand and her Barbie before being all but swallowed up by Palestinian flags, placards calling for an end to the conflict in the Middle East and condemning wars of occupation. “From Ukraine to Palestine occupation is a crime. Neither Moscow nor Washington,” read one banner held by protesters. Others loudly condemned US president Donald Trump and Israel’s leader, Binyamin Netanyahu. Sandra McKeever from Drogheda, a member of the Louth For Neutrality organisation, said she felt compelled to attend “to save” Irish neutrality. READ MORE Séamas O’Reilly: When I turned 40 my daughter’s eyes went wide as saucers. She has been known to cook the numbers Jennifer O’Connell: Ozempic and Mounjaro look like the cure for everything, but there’s no pill for some ills “We voted against the Nice Treaty. We voted against the Lisbon Treaty twice. We made our feelings clear to the governments at the ",https://irishtimes.com/ireland/2026/04/18/hundreds-demonstrate-in-dublin-to-demand-irelands-neutrality-be-protected
Palestine,Actor / organisation,"Fuel demonstrations prove protests ‘effective’, say neutrality campaigners | BreakingNews",Breakingnews.ie,Defence capability and security gaps,Other Neutrality Debate,Preserve / strengthen neutrality,0.975,"y will “move”. “If we don’t put the pressure on them, they are going to sail along, and we will lose that protection we have,” he said. Representatives of the the Teachers Union of Ireland, Sinn Féin, Social Democrats, the Irish Neutrality League, the Ireland Palestine Solidarity Campaign, People Before Profit and independent senator Tom Clonan took part in the press conference. There was a strong focus on the importance of Ireland’s triple lock, the mechanism for sending Irish troops on peacekeeping missions. Under it, Ireland cannot deploy any more than 12 Defence Forces peacekeepers overseas without a peacekeeping mission being approved by a vote of the UN security council, by the Government and by the Dáil. Legislation, the Defence (Amendment) Bill 2025, put forward by the Government last year, proposes to remove the triple lock. Social Democrat TD Sinead Gibney said: “The removal of the triple lock, and this defence Act that the Government i",https://www.breakingnews.ie/ireland/fuel-demonstrations-prove-protests-effective-say-neutrality-campaigners-1887441.html
UN Security Council,Actor / organisation,Classic Hits 4FM - Neutrality,Classic Hits 4FM,Sinn Féin and government neutrality clash,Triple Lock / UN Mandate,Preserve / strengthen neutrality,1.045,"changed the demonstration took place during a dublin city council debate on whether the government should be stopped from scrapping the un mandate needed to deploy irish troops overseas the government argues this will prevent the five permanent members of the un security council russia, china, the us, the uk and france from using their veto on irish peacekeeping missions. niamh nivreen, member of the neutrality roadshow,",
UN Security Council,Actor / organisation,Irish Defence Forces must continue to hold the blue line in Lebanon,The Irish Times,Ukraine war and moral neutrality,Peacekeeping / Identity / Tradition,Preserve / strengthen neutrality,1.033,"Irish Defence Forces must continue to hold the blue line in Lebanon | In a wider geopolitical context of escalating conflict, and growing militarisation, someone must stand up for peace | The article argues that neutrality remains essential to Ireland's Unifil peacekeeping role and urges Ireland to uphold neutrality. | neutrality, peacekeeping, Unifil, Ireland, UN | With two Indonesian peacekeepers killed this week as Israel continues its military assault on Lebanon, the situation facing Irish peacekeepers serving with the United Nations peacekeeping mission, Unifil, is increasingly perilous. There has been what Taoiseach Micheál Martin described as a “shocking escalation of violence that ha",https://irishtimes.com/opinion/2026/04/02/irish-defence-forces-must-continue-to-hold-the-blue-line-in-lebanon
UN Security Council,Actor / organisation,Letters: Putting US soldiers on the ground in Iran will only turn public against Donald Trump,The Irish Independent,Ukraine war and moral neutrality,Triple Lock / UN Mandate,Preserve / strengthen neutrality,1.033," than intimidatory optics in the game of negotiations. | A letter discusses neutrality and calls for a referendum amid defence and EU militarisation debates, tying the term neutrality to broader policy discussions. | neutrality, defence, politics, referendum, UN Security Council | Letters: Putting US soldiers on the ground in Iran will only turn public against Donald Trump Reports that the US is preparing for a ground invasion in Iran is hopefully nothing more than intimidatory optics in the game of negotiations. Otherwise, with boots on the ground, the war will have a different feel and meaning for MAGA supporters and the wider US public. The sight of US Marines coming home in coffins will place Donald Trump in the dock as an out-of-control mad commander-in-chief. Whoever is building that off-ramp that Trump seeks will need to get a move on smartly, for all our sakes. Aidan Roddy, Cabinteely, Dublin 18 With 400 diagnoses a year, attention must b",https://independent.ie/opinion/letters/letters-putting-us-soldiers-on-the-ground-in-iran-will-only-turn-public-against-donald-trump/a486049948.html
UN Security Council,Actor / organisation,Seán Kelly: Viktor Orbán's loss is the EU's opportunity for a bold move on foreign policy,The Irish Examiner,Ukraine war and moral neutrality,Triple Lock / UN Mandate,Preserve / strengthen neutrality,1.032,"Seán Kelly: Viktor Orbán's loss is the EU's opportunity for a bold move on foreign policy | We need a strong EU, capable of acting swiftly, decisively and in the interests of the vast majority of its member states, writes Seán Kelly, MEP for Ireland South | Seán Kelly argues for an EU reform that would reduce veto power while preserving Ireland's neutrality, framing neutrality as central to Ireland's defence and foreign policy. | neutrality, Ireland, EU, veto, defence | Seán Kelly: Viktor Orbán's loss is the EU's opportunity for a bold move on foreign policy Viktor Orbán’s spectacular defeat in Sunday’s Hungarian election has been music to the ears of those of us who have been frustrated by ",https://irishexaminer.com/opinion/commentanalysis/arid-41831303.html
UN Security Council,Actor / organisation,Letters to the Editor: MEP says Ireland must stop outsourcing sovereign decisions,The Irish Examiner,Ukraine war and moral neutrality,Other Neutrality Debate,Mixed / procedural / unclear,1.032," years are Turkey, Oman, Qatar, and Pakistan. If any European country has played a such role in recent decades, it is the Nato member, Norway. I support neutrality, but let us stop outsourcing our sovereign decisions to an increasingly authoritarian dominated UN Security Council. I don’t dispute that the fuel protesters have legitimate grievances at play here, but you cannot hold a country to ransom. We hear about petrol running out around the country. Businesses in Dublin city centre are being decimated. Many people are unable to get to work or make hospital appointments. This has to end. We can’t have the country paralysed by these blockades. The vast preponderance of citizens agree on public protests, but you cannot paralyse the country. If I parked my car in the middle of O’Connell St, I would not get away with it. So it’s now a question of why are we allowing this to happen? It’s hard to avoid coverage on the fuel protests, not just by media",https://irishexaminer.com/opinion/yourview/arid-41826299.html
Fine Gael,Actor / organisation,Letters to the Editor: Irish political parties must condemn call for EU army,The Irish Examiner,Ukraine war and moral neutrality,Ukraine / Russia / Moral Responsibility,Preserve / strengthen neutrality,1.032,"Letters to the Editor: Irish political parties must condemn call for EU army | 'Are Fianna Fáil and Fine Gael ready to sign up Ireland to a 'coalition of the willing' in support of Denmark and Greenland?' | A letters-to-the-editor piece arguing for Ireland's neutrality and cautioning against an EU standing army, directly tied to the search_term neutrality. | neutrality, Ireland, EU army, defence policy, militarism | Letters to the Editor: Irish political parties must condemn call for EU army European Union defence and space commissioner Andrius Kubilius has warned that the EU is obliged to come to Denmark’s assistance if it is faced with military aggression. Mr Kubilius remarked that “definitely there is such an obligation [on] member states to come for mutual assistance if another member ",https://irishexaminer.com/opinion/yourview/arid-41777927.html
Fine Gael,Actor / organisation,Irish presence at second World War event not in conflict with neutrality - officials,The Irish Times,General neutrality debate #2,Ukraine / Russia / Moral Responsibility,Mixed / procedural / unclear,0.977," Mary Robinson’s presence at commemorations in Paris in 1995 to mark the defeat of Nazi Germany would not conflict with Ireland’s neutrality, a senior Department of Foreign Affairs official advised. French president Francois Mitterand had invited Robinson and Fine Gael taoiseach John Bruton to so-called VE Day commemorations, along with the leaders of other states neutral in the second World War, including Sweden and Switzerland and Austria. “The issue of attendance at such commemoration ceremonies, remembrance days, etc, has always been a sensitive one,” noted the head of Foreign Affairs’ political division, Richard Townsend. “Ireland’s neutrality in World War II and sensitivities in the Anglo-Irish context have led governments in the past to decline such invitations,” he said, though feelings on the issue “have abated somewhat in recent years”. READ MORE State Papers: What we learned, from Ahern’s lobbying of Blair over Sellafield to ‘distress’",https://irishtimes.com/history/2025/12/29/irish-presence-at-second-world-war-event-not-in-conflict-with-neutrality-officials
Fine Gael,Actor / organisation,Today FM - Neutrality,Today FM,Sinn Féin and government neutrality clash,Other Neutrality Debate,Preserve / strengthen neutrality,0.959,"| neutrality, irish neutrality, politics, Mary Lou McDonald, Sinn Fein | mary lou macdonald says the government parties are trying to dismantle irish neutrality by stealth. addressing a rally in dublin yesterday, the sinn fein leader said that fianna fail and fine gael want to scrap the triple lock without consent and without a mandate.",
Fine Gael,Actor / organisation,Today FM - Neutrality,Today FM,Sinn Féin and government neutrality clash,Other Neutrality Debate,Preserve / strengthen neutrality,0.959,"overage. | neutrality, Irish neutrality, government, Sinn Fein, stealth | mary lou macdonald says the government's trying to dismantle irish neutrality by stealth. addressing a rally in dublin yesterday, deputy macdonald renewed her message to fianna fail and fine gael that if they want to scrap the triple lock, they need to put it to the people.",
Fine Gael,Actor / organisation,Today FM - Neutrality,Today FM,Sinn Féin and government neutrality clash,Other Neutrality Debate,Preserve / strengthen neutrality,0.959,"ies are trying to dismantle irish neutrality by stealth. | The transcript centers on neutrality in Ireland, with Mary Lou MacDonald accusing government parties of dismantling Irish neutrality by stealth. | neutrality, Ireland, Mary Lou MacDonald, Fianna Fáil, Fine Gael | mary lou macdonald says the government parties are trying to dismantle irish neutrality by stealth. addressing a rally in dublin yesterday, the sinn fein leader said that fianna fail and fine gael want to scrap the triple lock without consent and without a mandate. deputy macdonald says the country can't in now itself be dragged into somebody else's war. irish neutrality is under threat from fianna fail and fine gael. they're very clear that they want to dismantle our proud tradition and expose ireland and especially irish young people to the prospect of wars not of our making that have nothing to do with us. four people had a narrow escape after they were rescued from a burning ",
Mary Lou McDonald,Actor / organisation,Shinners shine at backing bad guys,Sunday Independent (Ireland),Ukraine war and moral neutrality,Ukraine / Russia / Moral Responsibility,Mixed / procedural / unclear,0.992,"Shinners shine at backing bad guys | | The column questions Irish neutrality in the Ukraine war and examines whether the stance affects Ireland's position. | neutrality, Ukraine, Ireland, defence, politics | Sunday Independent 22 February 2024 Opinion # Shinners shine at backing bad guys ## Declan Lynch ![img-0.jpeg](img-0.jpeg) Now we pride ourselves in getting the big calls right in this column, we keep a keen eye on these getting the big calls wrong. A few weeks ago, we were now reaching to Pearce Doherty's statement on the 19th, declaring Alan Fitch's opposition to an KU banding plan for Ukraine. Was it even possible for them to be getting this big call so wrong? Now that Stan Fritch MEN",
Mary Lou McDonald,Actor / organisation,"Irish neutrality should be put to a public vote, say Sinn Féin | BreakingNews",Breakingnews.ie,Referendum and constitutional protection,Other Neutrality Debate,Preserve / strengthen neutrality,0.975,"Irish neutrality should be put to a public vote, say Sinn Féin | BreakingNews | Mary Lou McDonald said Sinn Fein want to see a ‘positive assertion’ on Irish neutrality in the constitution. | The piece discusses Sinn Féin's calls to enshrine Irish neutrality in the constitution and to hold a referendum, tying the search_term neutrality to Irish defence and political policy. | neutrality, referendum, constitution, Ireland, defence | The Government should put Irish neutrality to a public vote, Sinn Féin have said. The party launched their policy, Protecting Ireland’s Neutrality, in Dublin on Thursday. Speaking to reporters at the event, Sinn Féin leader Mary Lou McDonald said if the Government wanted to “dismantle” the Triple Lock on neutrality they are “honour bound” to “",https://www.breakingnews.ie/ireland/irish-neutrality-should-be-put-to-a-public-vote-say-sinn-fein-1884588.html
Mary Lou McDonald,Actor / organisation,"Irish neutrality should be put to a public vote, say Sinn Fein",The Belfast Telegraph,Referendum and constitutional protection,Other Neutrality Debate,Preserve / strengthen neutrality,0.961,"m, Ireland, Sinn Fein, Triple Lock | The Government should put Irish neutrality to a public vote, Sinn Fein have said. The party launched their policy, Protecting Ireland’s Neutrality, in Dublin on Thursday. Speaking to reporters at the event Sinn Fein leader Mary Lou McDonald said if the Government wanted to “dismantle” the Triple Lock on neutrality they are “honour bound” to “go to the people and seek the democratic mandate”. The Triple Lock is the mechanism for sending Irish troops on peacekeeping missions. Under it, Ireland cannot deploy any more than 12 Defence Forces peacekeepers overseas without a peacekeeping mission being approved by a vote of the UN Security Council, by the government and by the Dail. Ms McDonald also said the party want a referendum to be put to Irish voters to “include a positive assertion of Irish neutrality within the Irish constitution”. In addition, she said Sinn Fein want the position of neutral countries, like I",https://www.belfasttelegraph.co.uk/news/republic-of-ireland/irish-neutrality-should-be-put-to-a-public-vote-say-sinn-fein/a/145506254.html
